#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery3
#Serial Number: SN:210415BA04B6
#Date Time: 2024-02-19 16:07:20.540.743.300
#Sample rate: 5e+07Hz
#Samples: 16384
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 1.5 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 5 V/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 5 V/div Offset: 0 V Attenuation: 1 X Sample Mode: Average

Time (s)	Channel 1 (V)	Channel 2 (V)
-0.0001723697517378352	7.466137341294372	-7.959504661551223
-0.0001723497517378351	7.446237261769011	-7.954073691395826
-0.0001723297517378352	7.451664556185025	-7.968556278476874
-0.0001723097517378351	7.460710046878379	-7.955884014780959
-0.0001722897517378352	7.45709185060104	-7.957694338166088
-0.0001722697517378352	7.453473654323696	-7.966745955091743
-0.0001722497517378351	7.455282752462368	-7.970366601862005
-0.0001722297517378352	7.446237261769011	-7.964935631706612
-0.0001722097517378352	7.442619065491671	-7.961314984936354
-0.0001721897517378351	7.449855458046354	-7.955884014780957
-0.0001721697517378352	7.458900948739712	-7.963125308321481
-0.0001721497517378351	7.455282752462367	-7.966745955091743
-0.0001721297517378352	7.453473654323696	-7.966745955091743
-0.0001721097517378352	7.437191771075669	-7.955884014780967
-0.0001720897517378351	7.444428163630339	-7.970366601862005
-0.0001720697517378352	7.448046359907682	-7.952263368010695
-0.0001720497517378351	7.455282752462355	-7.954073691395834
-0.0001720297517378352	7.440809967352996	-7.963125308321481
-0.0001720097517378352	7.45709185060104	-7.964935631706612
-0.0001719897517378351	7.462519145017046	-7.968556278476861
-0.0001719697517378352	7.453473654323696	-7.954073691395826
-0.0001719497517378352	7.437191771075669	-7.966745955091731
-0.0001719297517378351	7.455282752462368	-7.966745955091743
-0.0001719097517378352	7.439000869214325	-7.952263368010695
-0.0001718897517378351	7.458900948739705	-7.964935631706604
-0.0001718697517378352	7.451664556185025	-7.955884014780957
-0.0001718497517378352	7.451664556185025	-7.959504661551219
-0.0001718297517378351	7.460710046878383	-7.964935631706612
-0.0001718097517378352	7.449855458046354	-7.964935631706612
-0.0001717897517378352	7.453473654323693	-7.961314984936354
-0.0001717697517378351	7.460710046878383	-7.972176925247136
-0.0001717497517378352	7.442619065491668	-7.968556278476874
-0.0001717297517378351	7.455282752462367	-7.957694338166105
-0.0001717097517378352	7.453473654323696	-7.975797572017398
-0.0001716897517378352	7.458900948739706	-7.97217692524714
-0.0001716697517378351	7.440809967352996	-7.96131498493635
-0.0001716497517378352	7.462519145017054	-7.975797572017398
-0.0001716297517378351	7.455282752462368	-7.959504661551229
-0.0001716097517378352	7.455282752462368	-7.970366601862005
-0.0001715897517378352	7.464328243155726	-7.966745955091743
-0.0001715697517378351	7.464328243155726	-7.973987248632267
-0.0001715497517378352	7.440809967352996	-7.973987248632267
-0.0001715297517378352	7.444428163630335	-7.952263368010715
-0.0001715097517378351	7.460710046878383	-7.96131498493635
-0.0001714897517378352	7.460710046878383	-7.957694338166088
-0.0001714697517378351	7.460710046878388	-7.964935631706616
-0.0001714497517378352	7.466137341294397	-7.968556278476874
-0.0001714297517378352	7.455282752462378	-7.954073691395839
-0.0001714097517378351	7.448046359907682	-7.96131498493635
-0.0001713897517378352	7.467946439433069	-7.943211751085039
-0.0001713697517378351	7.449855458046362	-7.935970457544548
-0.0001713497517378352	7.458900948739712	-7.972176925247136
-0.0001713297517378352	7.444428163630339	-7.959504661551219
-0.0001713097517378351	7.451664556185035	-7.954073691395826
-0.0001712897517378352	7.462519145017054	-7.954073691395826
-0.0001712697517378352	7.457091850601045	-7.964935631706602
-0.0001712497517378351	7.45709185060104	-7.968556278476874
-0.0001712297517378352	7.45709185060104	-7.954073691395826
-0.0001712097517378351	7.457091850601038	-7.96131498493635
-0.0001711897517378352	7.455282752462368	-7.96131498493635
-0.0001711697517378352	7.46975553757174	-7.966745955091743
-0.0001711497517378351	7.455282752462368	-7.968556278476874
-0.0001711297517378352	7.446237261769011	-7.955884014780957
-0.0001711097517378352	7.444428163630341	-7.955884014780957
-0.0001710897517378351	7.453473654323696	-7.959504661551219
-0.0001710697517378352	7.464328243155726	-7.959504661551219
-0.0001710497517378351	7.442619065491676	-7.97217692524714
-0.0001710297517378352	7.451664556185025	-7.975797572017398
-0.0001710097517378352	7.458900948739705	-7.966745955091751
-0.0001709897517378351	7.462519145017054	-7.954073691395826
-0.0001709697517378352	7.453473654323696	-7.968556278476874
-0.0001709497517378351	7.451664556185017	-7.968556278476868
-0.0001709297517378352	7.442619065491668	-7.96131498493635
-0.0001709097517378352	7.466137341294397	-7.946832397855301
-0.0001708897517378351	7.458900948739712	-7.964935631706612
-0.0001708697517378352	7.200199914909685	-7.964935631706612
-0.0001708497517378352	5.515929547808043	-7.977607895402517
-0.0001708297517378351	2.941582896476955	-7.970366601862005
-0.0001708097517378352	1.262739823789795	-7.963125308321481
-0.0001707897517378351	0.7236285784655345	-7.964935631706612
-0.0001707697517378352	0.5571915497079071	-7.964935631706612
-0.0001707497517378352	0.4178909930303276	-7.97217692524713
-0.0001707297517378351	0.3201996935419395	-7.94502207447017
-0.0001707097517378352	0.2858268289071809	-7.957694338166088
-0.0001706897517378352	0.29849051587787	-7.961314984936346
-0.0001706697517378351	0.3165814972645965	-7.959504661551219
-0.0001706497517378352	0.311154202848582	-7.952263368010695
-0.0001706297517378351	0.3002996140165677	-7.955884014780965
-0.0001706097517378352	0.3165814972645965	-7.964935631706612
-0.0001705897517378352	0.3129633009872568	-7.970366601862
-0.0001705697517378351	0.314772399125925	-7.957694338166088
-0.0001705497517378352	0.307536006571239	-7.959504661551219
-0.0001705297517378351	0.3093451047099171	-7.961314984936355
-0.0001705097517378352	0.3165814972645965	-7.966745955091743
-0.0001704897517378352	0.307536006571239	-7.966745955091743
-0.0001704697517378351	0.3238178898192826	-7.963125308321481
-0.0001704497517378352	0.3400997730673261	-7.964935631706612
-0.0001704297517378352	0.3129633009872782	-7.950453044625577
-0.0001704097517378351	0.3165814972645965	-7.957694338166088
-0.0001703897517378352	0.3021087121552244	-7.966745955091743
-0.0001703697517378351	0.318390595403273	-7.961314984936352
-0.0001703497517378352	0.3238178898192826	-7.963125308321481
-0.0001703297517378352	0.3238178898192826	-7.96493563170661
-0.0001703097517378351	0.322008791680611	-7.959504661551219
-0.0001702897517378352	0.3165814972645965	-7.963125308321481
-0.0001702697517378351	0.3057269084325707	-7.972176925247123
-0.0001702497517378352	0.3093451047099105	-7.957694338166088
-0.0001702297517378352	0.3292451842352971	-7.959504661551219
-0.0001702097517378351	0.3147723991259349	-7.961314984936344
-0.0001701897517378352	0.325626987957954	-7.954073691395826
-0.0001701697517378352	0.3201996935419444	-7.948642721240438
-0.0001701497517378351	0.322008791680611	-7.963125308321481
-0.0001701297517378352	0.307536006571239	-7.950453044625564
-0.0001701097517378351	0.3129633009872584	-7.959504661551227
-0.0001700897517378352	0.318390595403268	-7.968556278476874
-0.0001700697517378352	0.3238178898192776	-7.957694338166098
-0.0001700497517378351	0.3165814972645965	-7.972176925247136
-0.0001700297517378352	0.311154202848582	-7.963125308321481
-0.0001700097517378352	0.3292451842352807	-7.970366601861999
-0.0001699897517378351	0.322008791680611	-7.964935631706612
-0.0001699697517378352	0.3165814972645965	-7.972176925247136
-0.0001699497517378351	0.314772399125925	-7.981228542172762
-0.0001699297517378352	0.314772399125925	-7.950453044625564
-0.0001699097517378352	0.3256269879579441	-7.950453044625564
-0.0001698897517378351	0.3238178898192826	-7.968556278476874
-0.0001698697517378352	0.3093451047099105	-7.964935631706612
-0.0001698497517378351	0.312963300987265	-7.968556278476864
-0.0001698297517378352	0.325626987957954	-7.957694338166088
-0.0001698097517378352	0.322008791680611	-7.957694338166088
-0.0001697897517378351	0.3238178898192826	-7.94502207447017
-0.0001697697517378352	0.3274360860966256	-7.96131498493635
-0.0001697497517378352	0.3256269879579557	-7.966745955091738
-0.0001697297517378351	0.3165814972645965	-7.970366601862005
-0.0001697097517378352	0.325626987957954	-7.977607895402529
-0.0001696897517378351	0.3111542028485869	-7.95045304462557
-0.0001696697517378352	0.3165814972645965	-7.957694338166088
-0.0001696497517378352	0.3093451047099171	-7.957694338166088
-0.0001696297517378351	0.314772399125925	-7.963125308321481
-0.0001696097517378352	0.322008791680611	-7.964935631706612
-0.0001695897517378351	0.3075360065712422	-7.950453044625572
-0.0001695697517378352	0.311154202848582	-7.959504661551219
-0.0001695497517378352	0.303917810293896	-7.970366601862005
-0.0001695297517378351	0.3220087916805979	-7.963125308321485
-0.0001695097517378352	0.307536006571239	-7.966745955091743
-0.0001694897517378352	0.3147723991259184	-7.957694338166096
-0.0001694697517378351	0.3093451047099105	-7.970366601862005
-0.0001694497517378352	0.3129633009872535	-7.954073691395826
-0.0001694297517378351	0.3328633805126253	-7.959504661551224
-0.0001694097517378352	0.3165814972645965	-7.964935631706612
-0.0001693897517378352	0.322008791680611	-7.966745955091743
-0.0001693697517378351	0.3057269084325674	-7.963125308321481
-0.0001693497517378352	0.318390595403268	-7.957694338166088
-0.0001693297517378352	0.3111542028485886	-7.959504661551217
-0.0001693097517378351	0.3238178898192826	-7.966745955091743
-0.0001692897517378352	0.307536006571239	-7.973987248632267
-0.0001692697517378351	0.3147723991259233	-7.972176925247128
-0.0001692497517378352	0.3129633009872535	-7.963125308321481
-0.0001692297517378352	0.3093451047099138	-7.968556278476869
-0.0001692097517378351	0.3093451047099105	-7.977607895402529
-0.0001691897517378352	0.314772399125925	-7.959504661551219
-0.0001691697517378351	0.3021087121552393	-7.973987248632254
-0.0001691497517378352	0.318390595403268	-7.959504661551219
-0.0001691297517378352	0.303917810293896	-7.968556278476874
-0.0001691097517378351	0.3274360860966256	-7.970366601862005
-0.0001690897517378352	0.314772399125925	-7.957694338166088
-0.0001690697517378352	0.3093451047099154	-7.972176925247123
-0.0001690497517378351	0.3165814972645965	-7.966745955091743
-0.0001690297517378352	0.314772399125925	-7.973987248632267
-0.0001690097517378351	0.2984905158778765	-7.968556278476866
-0.0001689897517378352	0.2930632214618669	-7.959504661551219
-0.0001689697517378352	0.3021087121552162	-7.970366601861995
-0.0001689497517378351	0.3093451047099105	-7.97941821878766
-0.0001689297517378352	0.3238178898192826	-7.977607895402529
-0.0001689097517378352	0.3093451047099237	-7.966745955091753
-0.0001688897517378352	0.2966814177392099	-7.97941821878766
-0.0001688697517378352	0.3021087121552244	-7.964935631706612
-0.0001688497517378351	0.3057269084325806	-7.97217692524714
-0.0001688297517378352	0.3201996935419395	-7.975797572017398
-0.0001688097517378352	0.3021087121552409	-7.975797572017398
-0.0001687897517378351	0.307536006571239	-7.973987248632267
-0.0001687697517378352	0.303917810293896	-7.986659512328185
-0.0001687497517378351	0.3129633009872403	-7.968556278476874
-0.0001687297517378352	0.2984905158778814	-7.968556278476874
-0.0001687097517378352	0.311154202848582	-7.973987248632267
-0.0001686897517378351	0.2966814177392099	-7.983038865557922
-0.0001686697517378352	0.3057269084325674	-7.96131498493635
-0.0001686497517378352	0.3039178102938976	-7.972176925247126
-0.0001686297517378351	0.3057269084325674	-7.970366601862005
-0.0001686097517378352	0.2912541233231954	-7.972176925247136
-0.0001685897517378351	0.3057269084325674	-7.975797572017398
-0.0001685697517378352	0.3057269084325674	-7.975797572017398
-0.0001685497517378352	0.3002996140165579	-7.959504661551234
-0.0001685297517378351	0.2912541233231954	-7.975797572017398
-0.0001685097517378352	0.2948723196005384	-7.986659512328185
-0.0001684897517378351	0.3039178102938976	-7.983038865557917
-0.0001684697517378352	0.3057269084325674	-7.977607895402529
-0.0001684497517378352	0.303917810293896	-7.968556278476874
-0.0001684297517378351	0.2966814177392099	-7.966745955091743
-0.0001684097517378352	0.3021087121552244	-7.957694338166088
-0.0001683897517378352	0.3039178102938943	-7.977607895402511
-0.0001683697517378351	0.2966814177392099	-7.973987248632267
-0.0001683497517378352	0.3093451047099105	-7.959504661551219
-0.0001683297517378351	0.3039178102938828	-7.96131498493636
-0.0001683097517378352	0.2894450251845239	-7.972176925247136
-0.0001682897517378352	0.302108712155213	-7.986659512328171
-0.0001682697517378351	0.3093451047099105	-7.984849188943054
-0.0001682497517378352	0.311154202848582	-7.973987248632267
-0.0001682297517378352	0.2948723196005532	-7.981228542172785
-0.0001682097517378351	0.3002996140165529	-7.973987248632267
-0.0001681897517378352	0.3002996140165529	-7.970366601862005
-0.0001681697517378351	0.2966814177392149	-7.973987248632272
-0.0001681497517378352	0.3021087121552244	-7.97941821878766
-0.0001681297517378352	0.3057269084325642	-7.97941821878766
-0.0001681097517378351	0.3021087121552244	-7.977607895402529
-0.0001680897517378352	0.2912541233231954	-7.957694338166088
-0.0001680697517378351	0.302108712155208	-7.959504661551221
-0.0001680497517378352	0.2840177307685093	-7.96131498493635
-0.0001680297517378352	0.2894450251845239	-7.959504661551219
-0.0001680097517378351	0.2948723196005384	-7.964935631706612
-0.0001679897517378352	0.2840177307685093	-7.959504661551219
-0.0001679697517378352	0.3039178102938779	-7.959504661551219
-0.0001679497517378351	0.3021087121552244	-7.954073691395826
-0.0001679297517378352	0.2876359270458524	-7.96131498493635
-0.0001679097517378351	0.294872319600522	-7.948642721240438
-0.0001678897517378352	0.2767813382138233	-7.955884014780957
-0.0001678697517378352	0.2966814177391918	-7.977607895402509
-0.0001678497517378351	0.3002996140165529	-7.948642721240432
-0.0001678297517378352	0.2840177307685093	-7.954073691395826
-0.0001678097517378351	0.2930632214618719	-7.952263368010712
-0.0001677897517378352	0.2984905158778814	-7.970366601862005
-0.0001677697517378352	0.2966814177392099	-7.957694338166088
-0.0001677497517378351	0.3039178102938927	-7.972176925247136
-0.0001677297517378352	0.3002996140165529	-7.972176925247136
-0.0001677097517378352	0.3093451047099023	-7.959504661551231
-0.0001676897517378351	0.2912541233231954	-7.964935631706612
-0.0001676697517378352	0.2966814177392099	-7.981228542172791
-0.0001676497517378351	0.3021087121552228	-7.961314984936354
-0.0001676297517378352	0.3002996140165529	-7.964935631706612
-0.0001676097517378352	0.2966814177392099	-7.972176925247136
-0.0001675897517378351	0.2966814177392099	-7.950453044625564
-0.0001675697517378352	0.2948723196005384	-7.975797572017398
-0.0001675497517378352	0.3075360065712275	-7.961314984936363
-0.0001675297517378351	0.2984905158778814	-7.959504661551219
-0.0001675097517378352	0.2930632214618669	-7.963125308321481
-0.0001674897517378351	0.2930632214618686	-7.973987248632254
-0.0001674697517378352	0.2948723196005384	-7.959504661551219
-0.0001674497517378352	0.2966814177392083	-7.972176925247124
-0.0001674297517378351	0.2912541233231954	-7.973987248632267
-0.0001674097517378352	0.2840177307685093	-7.957694338166088
-0.0001673897517378351	0.2894450251845271	-7.95769433816609
-0.0001673697517378352	0.2930632214618669	-7.959504661551219
-0.0001673497517378352	0.2822086326298379	-7.957694338166088
-0.0001673297517378351	0.3057269084325674	-7.972176925247136
-0.0001673097517378352	0.2894450251845239	-7.957694338166088
-0.0001672897517378352	0.2912541233231937	-7.957694338166088
-0.0001672697517378351	0.2749722400751518	-7.96131498493635
-0.0001672497517378352	0.2912541233231954	-7.973987248632267
-0.0001672297517378351	0.2948723196005351	-7.975797572017406
-0.0001672097517378352	0.2912541233231954	-7.984849188943054
-0.0001671897517378352	0.296681417739205	-7.963125308321501
-0.0001671697517378351	0.2948723196005384	-7.972176925247136
-0.0001671497517378352	0.2731631419364803	-7.972176925247136
-0.0001671297517378351	0.2894450251845337	-7.972176925247153
-0.0001671097517378352	0.3002996140165529	-7.990280159098447
-0.0001670897517378352	0.2966814177392099	-7.973987248632267
-0.0001670697517378351	0.305726908432551	-7.963125308321483
-0.0001670497517378352	0.2876359270458524	-7.964935631706612
-0.0001670297517378352	0.2966814177392017	-7.955884014780965
-0.0001670097517378351	0.2822086326298379	-7.972176925247136
-0.0001669897517378352	0.2966814177392099	-7.972176925247136
-0.0001669697517378351	0.2767813382138398	-7.97217692524714
-0.0001669497517378352	0.2948723196005384	-7.975797572017398
-0.0001669297517378352	0.2840177307685093	-7.963125308321481
-0.0001669097517378351	0.2749722400751518	-7.984849188943054
-0.0001668897517378352	0.2912541233231954	-7.954073691395826
-0.0001668697517378352	0.2840177307685159	-7.977607895402508
-0.0001668497517378351	0.2912541233231954	-7.972176925247136
-0.0001668297517378352	0.2930632214618669	-7.966745955091743
-0.0001668097517378351	0.2822086326298362	-7.950453044625587
-0.0001667897517378352	0.2803995344911663	-7.975797572017398
-0.0001667697517378352	0.2803995344911663	-7.97217692524714
-0.0001667497517378351	0.2840177307685093	-7.966745955091743
-0.0001667297517378352	0.2713540437978088	-7.972176925247136
-0.0001667097517378351	0.2930632214618505	-7.981228542172787
-0.0001666897517378352	0.2749722400751518	-7.977607895402529
-0.0001666697517378352	0.2731631419364803	-7.970366601862005
-0.0001666497517378351	0.2948723196005384	-7.963125308321481
-0.0001666297517378352	0.2876359270458524	-7.954073691395826
-0.0001666097517378352	0.2912541233231921	-7.968556278476861
-0.0001665897517378351	0.2822086326298379	-7.968556278476874
-0.0001665697517378352	0.2840177307685093	-7.964935631706612
-0.0001665497517378351	0.2966814177391984	-7.977607895402509
-0.0001665297517378352	0.2840177307685093	-7.955884014780957
-0.0001665097517378352	0.2803995344911696	-7.966745955091733
-0.0001664897517378351	0.2948723196005384	-7.959504661551219
-0.0001664697517378352	0.3021087121552244	-7.968556278476874
-0.0001664497517378352	0.2966814177392149	-7.968556278476874
-0.0001664297517378351	0.2930632214618669	-7.983038865557922
-0.0001664097517378352	0.303917810293896	-7.964935631706612
-0.0001663897517378351	0.2767813382138382	-7.957694338166083
-0.0001663697517378352	0.2930632214618669	-7.952263368010695
-0.0001663497517378352	0.2912541233231971	-7.977607895402506
-0.0001663297517378351	0.2822086326298379	-7.984849188943054
-0.0001663097517378352	0.2858268289071809	-7.977607895402529
-0.0001662897517378351	0.2984905158778683	-7.970366601862015
-0.0001662697517378352	0.2840177307685093	-7.981228542172791
-0.0001662497517378352	0.3057269084325674	-7.975797572017398
-0.0001662297517378351	0.2876359270458524	-7.975797572017398
-0.0001662097517378352	0.2966814177392099	-7.973987248632267
-0.0001661897517378352	0.2858268289071907	-7.970366601862009
-0.0001661697517378351	0.2858268289071809	-7.955884014780957
-0.0001661497517378352	0.2822086326298379	-7.964935631706612
-0.0001661297517378351	0.2984905158778864	-7.966745955091748
-0.0001661097517378352	0.303917810293896	-7.972176925247136
-0.0001660897517378352	0.2966814177392165	-7.959504661551231
-0.0001660697517378351	0.2677358475204658	-7.959504661551219
-0.0001660497517378352	0.2858268289071809	-7.970366601862005
-0.0001660297517378351	0.2677358475204806	-7.952263368010718
-0.0001660097517378352	0.2840177307685093	-7.977607895402529
-0.0001659897517378352	0.2785904363524949	-7.977607895402529
-0.0001659697517378351	0.2876359270458425	-7.979418218787652
-0.0001659497517378352	0.2767813382138233	-7.970366601862005
-0.0001659297517378352	0.2894450251845124	-7.977607895402523
-0.0001659097517378351	0.2785904363524949	-7.96131498493635
-0.0001658897517378352	0.2840177307685093	-7.97941821878766
-0.0001658697517378351	0.2840177307685258	-7.96855627847687
-0.0001658497517378352	0.3021087121552244	-7.964935631706612
-0.0001658297517378352	0.2840177307685093	-7.957694338166088
-0.0001658097517378351	0.2822086326298379	-7.97941821878766
-0.0001657897517378352	0.2803995344911663	-7.972176925247136
-0.0001657697517378352	0.2822086326298362	-7.964935631706618
-0.0001657497517378351	0.2731631419364803	-7.964935631706612
-0.0001657297517378352	0.2713540437978088	-7.968556278476874
-0.0001657097517378351	0.2822086326298346	-7.983038865557904
-0.0001656897517378352	0.2785904363524949	-7.963125308321481
-0.0001656697517378352	0.2677358475204757	-7.966745955091739
-0.0001656497517378351	0.2785904363524949	-7.972176925247136
-0.0001656297517378352	0.2659267493817943	-7.97941821878766
-0.0001656097517378351	0.2785904363524981	-7.968556278476879
-0.0001655897517378352	0.2822086326298379	-7.973987248632267
-0.0001655697517378352	0.2894450251845239	-7.966745955091743
-0.0001655497517378351	0.2785904363524949	-7.977607895402529
-0.0001655297517378352	0.2912541233231954	-7.964935631706612
-0.0001655097517378352	0.2713540437978269	-7.964935631706612
-0.0001654897517378351	0.2912541233231954	-7.975797572017398
-0.0001654697517378352	0.2731631419364803	-7.981228542172791
-0.0001654497517378351	0.2713540437978055	-7.986659512328165
-0.0001654297517378352	0.2677358475204658	-7.964935631706612
-0.0001654097517378352	0.2749722400751452	-7.966745955091741
-0.0001653897517378351	0.2912541233231954	-7.977607895402529
-0.0001653697517378352	0.2659267493817943	-7.966745955091743
-0.0001653497517378351	0.2948723196005318	-7.972176925247138
-0.0001653297517378352	0.2876359270458524	-7.973987248632267
-0.0001653097517378352	0.2641176512431228	-7.96131498493635
-0.0001652897517378351	0.271354043797817	-7.97941821878765
-0.0001652697517378352	0.2803995344911663	-7.968556278476874
-0.0001652497517378352	0.2822086326298362	-7.972176925247132
-0.0001652297517378351	0.2894450251845239	-7.97941821878766
-0.0001652097517378352	0.2876359270458524	-7.977607895402529
-0.0001651897517378351	0.2930632214618554	-7.964935631706606
-0.0001651697517378352	0.2803995344911663	-7.957694338166088
-0.0001651497517378352	0.2912541233231954	-7.964935631706612
-0.0001651297517378351	0.2894450251845239	-7.957694338166088
-0.0001651097517378352	0.2858268289071809	-7.96131498493635
-0.0001650897517378352	0.2532630624111233	-7.959504661551221
-0.0001650697517378351	0.2803995344911663	-7.973987248632267
-0.0001650497517378352	0.2948723196005384	-7.968556278476874
-0.0001650297517378351	0.2767813382138151	-7.966745955091743
-0.0001650097517378352	0.2677358475204658	-7.966745955091743
-0.0001649897517378352	0.2966814177391836	-7.973987248632261
-0.0001649697517378351	0.2803995344911663	-7.952263368010695
-0.0001649497517378352	0.2876359270458524	-7.952263368010695
-0.0001649297517378351	0.2948723196005269	-7.972176925247146
-0.0001649097517378352	0.2822086326298379	-7.983038865557922
-0.0001648897517378352	0.2623085531044513	-7.972176925247136
-0.0001648697517378351	0.2695449456591373	-7.975797572017398
-0.0001648497517378352	0.2767813382138233	-7.99571112925384
-0.0001648297517378352	0.2785904363524932	-7.984849188943064
-0.0001648097517378351	0.2822086326298379	-7.981228542172791
-0.0001647897517378352	0.2695449456591373	-7.959504661551219
-0.0001647697517378351	0.2767813382138184	-7.968556278476866
-0.0001647497517378352	0.2713540437978088	-7.959504661551219
-0.0001647297517378352	0.2930632214618472	-7.966745955091737
-0.0001647097517378351	0.2912541233231954	-7.959504661551219
-0.0001646897517378352	0.2822086326298379	-7.972176925247136
-0.0001646697517378352	0.293063221461857	-7.968556278476878
-0.0001646497517378351	0.2785904363524949	-7.955884014780957
-0.0001646297517378352	0.2876359270458524	-7.972176925247136
-0.0001646097517378351	0.2641176512431244	-7.975797572017401
-0.0001645897517378352	0.2659267493817943	-7.97941821878766
-0.0001645697517378352	0.2984905158778518	-7.981228542172789
-0.0001645497517378351	0.2749722400751518	-7.957694338166088
-0.0001645297517378352	0.2767813382138233	-7.981228542172791
-0.0001645097517378351	0.2767813382138266	-7.975797572017406
-0.0001644897517378352	0.2803995344911663	-7.984849188943054
-0.0001644697517378352	0.2894450251845239	-7.977607895402529
